source,wiki_sanity_source,target,wiki_sanity_target
Clairin,18910,Clairin,0
Asterales,26568,Asterales,0
Asian black bear,78828,Ours_noir_d%27Asie,0
Partial function,29784,Fonction_partielle,0
Isopropyl alcohol,50663,Alcool_isopropylique,0
Accelerometer,39371,Acc%C3%A9l%C3%A9rom%C3%A8tre,0
League of Corinth,29300,Ligue_de_Corinthe,0
Haptic perception,18387,Haptique,0
Friedrich Adolf Trendelenburg,28781,Friedrich_Adolf_Trendelenburg,0
Muscle contraction,55916,Contraction_musculaire,0
Individual psychology,53802,Psychologie_individuelle,0
Theobromine,35479,Th%C3%A9obromine,0
Virgil,64619,Virgile,0
Martyr,40916,Martyr,0
Lercanidipine,29471,Lercanidipine,0
Choline,65321,Choline,0
Chili powder,21152,Chili_(m%C3%A9lange_d%27%C3%A9pices),0
Bahman Ghobadi,20094,Bahman_Ghobadi,0
Hypercholesterolemia,35312,Hypercholest%C3%A9rol%C3%A9mie,0
Aromaticity,39990,Aromaticit%C3%A9,0
Lead poisoning,127543,Saturnisme,0
Magnum opus (alchemy),20040,Grand_%C5%93uvre_(alchimie),0
Oxford,81524,Oxford,0
Chlamydia,37451,Chlamydiose,0
Princeton University Press,26272,Princeton_University_Press,0
Urban sprawl,73726,%C3%89talement_urbain,0
Colorectal polyp,33479,Polype_colorectal,0
Compulsive buying disorder,35614,Oniomanie,0
N-Acetylaspartylglutamic acid,29501,Acide_N-ac%C3%A9tylaspartylglutamique,0
Formic acid,40094,Acide_m%C3%A9thano%C3%AFque,0
Timeline of chemical element discoveries,58928,Histoire_de_la_d%C3%A9couverte_des_%C3%A9l%C3%A9ments_chimiques,0
Postage stamp,60082,Timbre_postal,0
Glycolaldehyde,32063,Glycolald%C3%A9hyde,0
Hairpin turn,36480,Virage_en_lacet,0
Ultra low frequency,23098,Ultra_basse_fr%C3%A9quence,0
Myogenesis,27883,Myogen%C3%A8se,0
Substrate (chemistry),18128,Substrat_enzymatique,0
Valine,22371,Valine,0
Variance,89959,Variance_(math%C3%A9matiques),0
Indoramin,22968,Indoramine,0
Interstitium,13269,Interstitium,0
Nitrile,30640,Nitrile,0
Metformin,62016,Metformine,0
Tacrine,25122,Tacrine,0
Hemoglobin Barts,17261,H%C3%A9moglobine_Barts,0
Adiponectin,30982,Adiponectine,0
Forbidden mechanism,22810,Raie_de_transition_interdite,0
Batumi,49861,Batoumi,0
Rudolf Virchow,68353,Rudolf_Virchow,0
Watt,33185,Watt,0
Concrete,104165,B%C3%A9ton_de_ciment,0
Reprocessed uranium,21057,Uranium_de_retraitement,0
French language,109823,Fran%C3%A7ais,0
Electroconvulsive therapy,68717,%C3%89lectroconvulsivoth%C3%A9rapie,0
Dieulafoy's lesion,22956,Ulc%C3%A8re_de_Dieulafoy,0
Enzyme inhibitor,69126,Inhibiteur_enzymatique,0
Blood–brain barrier,28941,Barri%C3%A8re_h%C3%A9mato-enc%C3%A9phalique,0
Amphotericin B,39325,Amphot%C3%A9ricine_B,0
List of bacterial vaginosis microbiota,27659,Microbiote_typique_des_vaginoses_bact%C3%A9riennes,0
Meclizine,55093,M%C3%A9clozine,0
Emulsion,36536,%C3%89mulsion,0
Vascular resistance,34029,R%C3%A9sistance_vasculaire,0
Leuprorelin,33563,Leupror%C3%A9line,0
Hedgehog signaling pathway,43720,Hedgehog,0
Embryo,36373,Embryon,0
Nanning,52651,Nanning,0
Radiodensity,14737,Radiodensit%C3%A9,0
Carl Lange (physician),17224,Carl_Lange_(m%C3%A9decin),0
Japanese wine,29488,Viticulture_au_Japon,0
Georgia (country),139212,G%C3%A9orgie_(pays),0
Adult daycare center,21518,Foyer_de_vie,0
Valve replacement,19363,Remplacement_valvulaire_cardiaque,0
Liver,71580,Foie,0
Nerium,44514,Laurier-rose,0
Dae Jang Geum,47343,Dae_Jang_Geum,0
Homochirality,41789,Asym%C3%A9trie_des_mol%C3%A9cules_biologiques,0
Maltese wine,20141,Viticulture_%C3%A0_Malte,0
Dry-powder inhaler,17950,Inhalateur_%C3%A0_poudre,0
Isotopes of bismuth,30166,Isotopes_du_bismuth,0
Paranoia,49732,Parano%C3%AFa,0
Indonesia,129012,Indon%C3%A9sie,0
Entomophagy,18594,Entomophagie,0
Mathematics in medieval Islam,41195,Math%C3%A9matiques_arabes,0
Enthalpy of fusion,25259,Enthalpie_de_fusion,0
George Cruikshank,32316,George_Cruikshank,0
Medicinal chemistry,30719,Chimie_pharmaceutique,0
Fast Fourier transform,49001,Transformation_de_Fourier_rapide,0
Cinanserin,30447,Cinans%C3%A9rine,0
Ibn Taymiyyah,185328,Ibn_Taymiyya,0
Developing country,79969,Pays_en_d%C3%A9veloppement,0
Liver transplantation,55220,Transplantation_h%C3%A9patique,0
Attar of Nishapur,48588,Farid_al-Din_Attar,0
McNemar's test,32207,Test_de_McNemar,0
Neuroprotection,24871,Neuroprotection,0
Monotypic taxon,14446,Taxon_monotypique,0
Thromboxane,24426,Thromboxane,0
Chvostek sign,16836,Signe_de_Chvostek,0
Superior labial artery,18634,Art%C3%A8re_labiale_sup%C3%A9rieure,0
Impulse-control disorder,29828,Trouble_du_contr%C3%B4le_des_impulsions,0
Hydrostatics,70183,Hydrostatique,0
Catenin,28405,Cat%C3%A9nine,0
Hepatitis B vaccine,41547,Vaccin_contre_l%27h%C3%A9patite_B,0
Triazolam,39519,Triazolam,0
Creatinine,30789,Cr%C3%A9atinine,0
Hall–Héroult process,26178,Production_de_l%27aluminium_par_%C3%A9lectrolyse,0
Deoxyadenosine triphosphate,24938,D%C3%A9soxyad%C3%A9nosine_triphosphate,0
Neutron generator,40603,G%C3%A9n%C3%A9rateur_de_neutrons,0
Neonatal withdrawal,36766,Syndrome_d%27abstinence_n%C3%A9onatale,0
Atlas (anatomy),32379,Atlas_(os),0
Tinea versicolor,25371,Pityriasis_versicolor,0
Capillary,29946,Capillaire_(anatomie),0
Artificial insemination,58769,Ins%C3%A9mination_artificielle,0
Ibn Abi Usaybi'a,22596,Ibn_Abi_Usaybi%27a,0
Visceral leishmaniasis,43620,Leishmaniose_visc%C3%A9rale,0
Wallerian degeneration,36270,D%C3%A9g%C3%A9n%C3%A9rescence_wall%C3%A9rienne,0
Physician,44972,M%C3%A9decin,0
Clomifene,50357,Clomif%C3%A8ne,0
International unit,22399,Unit%C3%A9_internationale,0
Gas exchange,91141,H%C3%A9matose,0
Pulmonary artery,25038,Art%C3%A8re_pulmonaire,0
Ballista,37373,Baliste,0
Hypocapnia,56785,Hypocapnie,0
Epidermal growth factor receptor,55333,R%C3%A9cepteur_du_facteur_de_croissance_%C3%A9pidermique,0
Sodium tetraphenylborate,17270,T%C3%A9traph%C3%A9nylborate_de_sodium,0
Adenosylcobalamin,18760,Ad%C3%A9nosylcobalamine,0
Postcode lottery,14764,Postcode_lottery,0
Geographer,22631,G%C3%A9ographe,0
Copperbelt,19406,Copperbelt,0
Intestinal ischemia,31539,Isch%C3%A9mie_m%C3%A9sent%C3%A9rique,0
Uric acid,35686,Acide_urique,0
Tramadol,100561,Tramadol,0
Lecithin,35680,L%C3%A9cithine,0
Diving disorders,80344,Accident_de_plong%C3%A9e,0
Esophageal achalasia,35495,Achalasie,0
Taoism,103429,Tao%C3%AFsme,0
Diabetic hypoglycemia,29237,Hypoglyc%C3%A9mie_diab%C3%A9tique,0
Ergometrine,59196,Ergom%C3%A9trine,0
Flucloxacillin,32697,Flucloxacilline,0
Itch,35423,Prurit,0
Sodium thiocyanate,21207,Thiocyanate_de_sodium,0
Vairagya,19956,Vairagya,0
Tea tree oil,27535,Huile_essentielle_d%27arbre_%C3%A0_th%C3%A9,0
Metonymy,42141,M%C3%A9tonymie,0
Hypercapnia,69885,Hypercapnie,0
Arizona,116406,Arizona,0
Encopresis,26787,Encopr%C3%A9sie,0
Galangal,20642,Galanga,0
Pilocarpine,31591,Pilocarpine,0
16th century,57226,XVIe_si%C3%A8cle,0
"Varna, Bulgaria",104320,Varna_(Bulgarie),0
Metal,91492,M%C3%A9tal,0
Euclidean algorithm,102354,Algorithme_d%27Euclide,0
Carbon dioxide,102069,Dioxyde_de_carbone,0
Bedpan,20312,Bassin_de_lit,0
Small-cell carcinoma,39873,Cancer_bronchique_%C3%A0_petites_cellules,0
Natural heritage,19707,Patrimoine_naturel,0
Viral vector,32294,Vecteur_viral,0
James Clerk Maxwell,72781,James_Clerk_Maxwell,0
Malnutrition,96373,Malnutrition,0
Fabien Cousteau,62922,Fabien_Cousteau,0
Ebstein's anomaly,22037,Anomalie_d%27Ebstein,0
Atalanta Fugiens,19589,Atalanta_Fugiens_(livre),0
Manne Siegbahn,24573,Karl_Manne_Georg_Siegbahn,0
Chromosome 21,30634,Chromosome_21_humain,0
Gregory Chaitin,24695,Gregory_Chaitin,0
Electric power,31990,Puissance_%C3%A9lectrique,0
Ravidas,37114,Ravidas,0
Eosinophilic fasciitis,20943,Syndrome_de_Shulman,0
Health promotion,52575,Promotion_de_la_sant%C3%A9,0
Thesis,66355,Th%C3%A8se,0
Signs and symptoms,45909,Signe_clinique,0
Carbamazepine,53293,Carbamaz%C3%A9pine,0
Multivariate normal distribution,94547,Loi_normale_multidimensionnelle,0
Out-of-body experience,62894,Exp%C3%A9rience_de_hors-corps,0
Ventricular tachycardia,33116,Tachycardie_ventriculaire,0
Animal Diversity Web,18636,Animal_Diversity_Web,0
Chromosome 12,31716,Chromosome_12_humain,0
Cancer staging,25569,Bilan_d%27extension,0
Valve of coronary sinus,18349,Valvule_de_Thebesius,0
Apulia,47194,Pouilles,0
Supreme Court of the United States,156224,Cour_supr%C3%AAme_des_%C3%89tats-Unis,0
Diabetes medication,48447,Antidiab%C3%A9tique,0
Thomas Vaughan (philosopher),23901,Thomas_Vaughan,0
Paracelsus,76008,Paracelse,0
JAMA,22877,Journal_of_the_American_Medical_Association,0
Donna Strickland,35521,Donna_Strickland,0
Ranolazine,32310,Ranolazine,0
Iron(II) chloride,23422,Chlorure_de_fer(II),0
Peginterferon alfa-2b,26175,Peginterf%C3%A9ron_alfa-2b,0
Jean Riolan the Younger,16699,Jean_Riolan_(1577-1657),0
Muhammad,145794,Mahomet,0
Dictionary of Scientific Biography,19541,Dictionary_of_Scientific_Biography,0
Gastrointestinal tract,53307,Appareil_digestif,0
The New England Journal of Medicine,29990,The_New_England_Journal_of_Medicine,0
Gallamine triethiodide,21202,Gallamine,0
Methyl isocyanate,29555,Isocyanate_de_m%C3%A9thyle,0
Zidovudine,39660,Zidovudine,0
Sexually transmitted infections in the pornography industry,31982,Infections_sexuellement_transmissibles_dans_l%27industrie_de_la_pornographie,0
Methylidyne radical,23421,M%C3%A9thylidyne,0
Dermatomyositis,29960,Dermatomyosite,0
Health professional,46641,M%C3%A9tiers_de_la_sant%C3%A9,0
Pulmonary alveolus,29163,Alv%C3%A9ole_pulmonaire,0
Ligand (biochemistry),29902,Ligand_(biologie),0
Prohibition of drugs,84735,Prohibition_des_drogues,0
Gamma ray,66675,Rayon_gamma,0
Nitrovasodilator,30518,D%C3%A9riv%C3%A9_nitr%C3%A9,0
Spectrin,21865,Spectrine,0
Technological singularity,84028,Singularit%C3%A9_technologique,0
John Vane,29042,John_Vane,0
Neuromuscular disease,20430,Maladie_neuromusculaire,0
Substituted amphetamine,57106,Amph%C3%A9tamine_(classe),0
Herpesviridae,46058,Herpesviridae,0
Church–Turing thesis,59493,Th%C3%A8se_de_Church,0
Conditum,12022,Conditum_paradoxum,0
Online dating service,63828,Site_de_rencontres,0
Computational problem,19500,Probl%C3%A8me_algorithmique,0
Hydroxy group,22400,Hydroxyle,0
Endocardium,20263,Endocarde,0
Pubic hair,45473,Pilosit%C3%A9_pubienne,0
Adenoviridae,51492,Adenoviridae,0
Turing machine,90460,Machine_de_Turing,0
Scattering,34981,Diffusion_des_ondes,0
Pathogen,34087,Agent_infectieux,0
ISO 22000,31427,ISO_22000,0
Consciousness,112544,Conscience,0
Mycobacterium,33357,Mycobacterium,0
Geology,77811,G%C3%A9ologie,0
Cross,34431,Croix,0
Hipparchus,94903,Hipparque_(astronome),0
Reverse-transcriptase inhibitor,31372,Inhibiteur_de_la_transcriptase_inverse,0
Surgical instrument,18024,Instrument_chirurgical,0
Smart grid,101924,R%C3%A9seau_%C3%A9lectrique_intelligent,0
p21,30934,P21,0
Omalizumab,41774,Omalizumab,0
5-Hydroxyindoleacetic acid,22733,Acide_5-hydroxyindolac%C3%A9tique,0
Voltaic pile,27275,Pile_volta%C3%AFque,0
Amyloid beta,34414,B%C3%AAta-amylo%C3%AFde,0
Gastric bypass surgery,62986,By-pass_gastrique,0
Multifidus muscle,20776,Muscle_multifide,0
Age adjustment,13724,Ajustement_pour_l%27%C3%A2ge,0
Tympanites,18592,M%C3%A9t%C3%A9orisme,0
Buoyancy,82164,Flottabilit%C3%A9,0
Starvation,39699,Sous-alimentation,0
Ventricular tachycardia,33120,Tachycardie_ventriculaire,0
Halonium ion,22577,Ion_halonium,0
Buoyancy compensator (diving),118729,Gilet_de_stabilisation,0
KIT (gene),52864,CD117,0
Misuse of Drugs Act 1971,34464,Misuse_of_Drugs_Act_1971,0
Aortic aneurysm,34166,An%C3%A9vrisme_aortique,0
Ahmad Kasravi,69139,Ahmad_Kasravi,0
Calcium channel blocker,42833,Inhibiteur_calcique,0
Christiaan Eijkman,35133,Christiaan_Eijkman,0
Kawasaki disease,57780,Maladie_de_Kawasaki,0
Sensory processing disorder,48220,Syndrome_de_dysoralit%C3%A9_sensorielle,0
Electromechanics,25530,%C3%89lectrom%C3%A9canique,0
Assassination of Julius Caesar,49664,Assassinat_de_Jules_C%C3%A9sar,0
Mediterranean race,30023,Race_m%C3%A9diterran%C3%A9enne,0
Oncovirus,47210,Virus_oncog%C3%A8ne,0
Blood sausage,54677,Boudin_noir,0
Tirofiban,30133,Tirofiban,0
Lung compliance,21221,Compliance_pulmonaire,0
Dravidian peoples,75013,Dravidiens,0
Indus Valley civilisation,138197,Civilisation_de_la_vall%C3%A9e_de_l%27Indus,0
Triazole,21136,Triazole,0
Chymical Wedding of Christian Rosenkreutz,28983,Les_Noces_Chymiques_de_Christian_Rosenkreutz,0
Dracula (1931 English-language film),71559,"Dracula_(film,_1931)",0
Grifola frondosa,22068,Polypore_en_touffe,0
Pressure point,28847,Point_vital,0
Adelaide,108185,Ad%C3%A9la%C3%AFde_(Australie),0
Yuval Ne'eman,27500,Yuval_Ne%27eman,0
Meat tenderizer,18720,Attendrisseur,0
Pyruvate kinase,37154,Pyruvate_kinase,0
Streptomyces,24752,Streptomyces,0
Abbas Ibn al-Ahnaf,19584,Abbas_Ibn_al-Ahnaf,0
Iranian Americans,85999,Irano-Am%C3%A9ricains,0
Pleiotrophin,31223,Facteur_de_croissance,0
Gottfried Arnold,23544,Gottfried_Arnold,0
Electrophoresis,23772,%C3%89lectrophor%C3%A8se,0
Zellweger syndrome,21936,Syndrome_de_Zellweger,0
Health insurance,81415,Assurance_maladie,0
Landsknecht,33757,Lansquenet,0
Cardiac output,62411,D%C3%A9bit_cardiaque,0
APS underwater rifle,59954,APS_(fusil_d%27assaut_sous-marin),0
François-Joseph-Victor Broussais,19480,Fran%C3%A7ois_Broussais,0
Keratin 19,25301,K%C3%A9ratine_19,0
Basophilic stippling,14740,Ponctuation_basophile,0
Coefficient of determination,49194,Coefficient_de_d%C3%A9termination,0
Statistical distance,27123,Distance_statistique,0
Nous,88158,No%C3%BBs,0
Nicotinic acetylcholine receptor,38681,R%C3%A9cepteur_nicotinique,0
Amanita muscaria,64532,Amanite_tue-mouches,0
Galactosemia,28006,Galactos%C3%A9mie,0
Lung,78187,Poumon,0
Scrapie,39854,Tremblante_du_mouton,0
Vulva,72837,Vulve_humaine,0
Portal vein,24179,Veine_porte,0
Potassium ferrioxalate,21160,Ferrioxalate_de_potassium,0
Lunar calendar,39203,Calendrier_lunaire,0
Drug interaction,43500,Interaction_m%C3%A9dicamenteuse,0
Dermis,23324,Derme,0
Sudden cardiac death of athletes,25058,Mort_subite_du_sportif,0
Entomophily,25016,Entomophilie,0
Hydrochloride,11005,Chlorhydrate,0
Multiracial people,58862,M%C3%A9tis,0
Jöns Jacob Berzelius,49980,J%C3%B6ns_Jacob_Berzelius,0
Pipamperone,45897,Pipamp%C3%A9rone,0
Human torpedo,79763,Torpille_humaine,0
Petal,31061,P%C3%A9tale,0
Aldose reductase,26703,Aldose_r%C3%A9ductase,0
Natron,20613,Natron,0
Sensitivity and specificity,47221,Sensibilit%C3%A9_et_sp%C3%A9cificit%C3%A9,0
University of Valparaíso,20743,Universit%C3%A9_de_Valpara%C3%ADso,0
Cadinenes,12862,Cadin%C3%A8ne,0
Bilirubin,41862,Bilirubine,0
Shroud,13849,Suaire_(textile),0
Shadowgraph,14039,Shadowgraph,0
Pelvic cavity,25416,Petit_bassin,0
Plasticity (physics),42835,D%C3%A9formation_plastique,0
Neonatology,27913,N%C3%A9onatalogie,0
Takotsubo cardiomyopathy,42611,Syndrome_de_tako-tsubo,0
ATC code N01,17128,Classe_ATC_N01,0
Australian Plant Name Index,14872,Australian_Plant_Name_Index,0
Pyrrhus of Epirus,57183,Pyrrhus_Ier,0
Japanese cuisine,89304,Cuisine_japonaise,0
Resonance,74686,R%C3%A9sonance,0
Calcium-induced calcium release,17763,Lib%C3%A9ration_du_calcium_induite_par_le_calcium,0
Ferrocene,57803,Ferroc%C3%A8ne,0
Pneumocystis jirovecii,22627,Pneumocystis_jirovecii,0
Bootstrapping (statistics),68954,Bootstrap_(statistiques),0
Syphilis,67337,Syphilis,0
Abdellatif Laabi,29683,Abdellatif_La%C3%A2bi,0
Baudot code,42728,Code_Baudot,0
URF (Swedish Navy),52485,URF_(sous-marin),0
PIPES,18759,PIPES,0
Chloroplatinic acid,21498,Acide_chloroplatinique,0
Hypertrophy,22053,Hypertrophie,0
Leiomyoma,23181,L%C3%A9iomyome,0
Antiviral drug,59912,Antiviral,0
List of plants used in herbalism,67850,Liste_de_plantes_utilis%C3%A9es_en_phytoth%C3%A9rapie,0
Islamic philosophy,120075,Philosophie_islamique,0
Betel nut chewing,60099,Paan,0
Ulna,37796,Ulna,0
Vesicle (biology and chemistry),34928,V%C3%A9sicule_(biologie),0
Lead(II) iodide,25252,Iodure_de_plomb(II),0
High-temperature gas reactor,26922,R%C3%A9acteur_nucl%C3%A9aire_%C3%A0_tr%C3%A8s_haute_temp%C3%A9rature,0
Clayton Anderson,60415,Clayton_Anderson,0
Halogen,58260,Halog%C3%A8ne,0
Harriet Hall,26875,Harriet_Hall,0
Peru,113094,P%C3%A9rou,0
Blood product,17969,Produit_sanguin_labile,0
Mount Everest,156211,Everest,0
Hypothalamus,46006,Hypothalamus,0
Keatite,14856,Keatite,0
Prohibition,52514,Prohibition,0
AMPA receptor,43617,R%C3%A9cepteur_AMPA,0
Elize Ryd,29500,Elize_Ryd,0
Cell membrane,55913,Membrane_plasmique,0
Neuron,69473,Neurone,0
Murder,71609,Meurtre,0
Emissions trading,83368,March%C3%A9_des_droits_%C3%A0_polluer,0
pCO2,13872,Capnie,0
Labyrinthine artery,19264,Art%C3%A8re_du_labyrinthe,0
Philology,26650,Philologie,0
Pattern recognition,45910,Reconnaissance_de_formes,0
Actin,105109,Actine,0
Gluteal muscles,26287,Muscle_glut%C3%A9al,0
Clouding of consciousness,21584,Obnubilation,0
Dopamine agonist,45700,Agoniste_de_la_dopamine,0
Jerusalem,177120,J%C3%A9rusalem,0
Taxidermy,39744,Taxidermie,0
Glycoside,28189,H%C3%A9t%C3%A9roside,0
Bernard Lown,48442,Bernard_Lown,0
Weight training,60565,Musculation,0
Percutaneous endoscopic gastrostomy,26023,Gastrostomie_percutan%C3%A9e_endoscopique,0
Viscosity,106451,Viscosit%C3%A9,0
Mathematical economics,87255,%C3%89conomie_math%C3%A9matique,0
Cardiac action potential,47633,Potentiel_d%27action_cardiaque,0
Cord blood,24037,Sang_de_cordon,0
Brown University,109227,Universit%C3%A9_Brown,0
Lithium metasilicate,19114,M%C3%A9tasilicate_de_lithium,0
Miller–Urey experiment,37511,Exp%C3%A9rience_de_Miller-Urey,0
Propiolaldehyde,19524,Propynal,0
Chemical substance,36578,Substance_chimique,0
Margaret Sanger,97889,Margaret_Sanger,0
Trisomy 9,17382,Trisomie_9,0
Blood type,49774,Groupe_sanguin,0
Axillary artery,21609,Art%C3%A8re_axillaire,0
Common name,23293,Nom_vernaculaire,0
Hypatia,93015,Hypatie,0
Magnesium chloride,31593,Chlorure_de_magn%C3%A9sium,0
Qing dynasty,164055,Dynastie_Qing,0
Archaeology,112592,Arch%C3%A9ologie,0
Laparoscopy,44334,C%C5%93lioscopie,0
Base of skull,16605,Base_du_cr%C3%A2ne,0
Vasishtha,36908,Vasishtha,0
Medicine,79483,M%C3%A9decine,0
Thirty Years' War,130151,Guerre_de_Trente_Ans,0
Cervical plexus,21126,Plexus_cervical,0
Categories (Aristotle),28944,Cat%C3%A9gories_(Aristote),0
Merkel-cell carcinoma,44128,Carcinome_%C3%A0_cellules_de_Merkel,0
Neidan,37623,Neidan,0
Laurie Glimcher,27245,Laurie_Glimcher,0
Phosphodiesterase inhibitor,22699,Inhibiteur_de_la_phosphodiest%C3%A9rase,0
Fecal–oral route,25570,P%C3%A9ril_f%C3%A9cal,0
Hypochondrium,16583,Hypocondre,0
Nail clubbing,26848,Hippocratisme_digital,0
Adoptive cell transfer,30746,Transfert_adoptif_de_cellules,0
Spirituality,98287,Spiritualit%C3%A9,0
Retrograde ejaculation,23831,%C3%89jaculation_r%C3%A9trograde,0
English Education Act 1835,38927,English_Education_Act_de_1835,0
Spleen,35914,Rate,0
Anisakis,29887,Anisakis,0
Lubiprostone,29645,Lubiprostone,0
Charles Sanders Peirce,124960,Charles_Sanders_Peirce,0
Anasarca,18298,Anasarque,0
Leaching (chemistry),22449,Lixiviation,0
Boredom,42777,Ennui,0
Mississippi River,101983,Mississippi_(fleuve),0
List of ICD-9 codes,10874,Liste_de_codes_CIM-9,0
Diarrhea,62252,Diarrh%C3%A9e,0
Survey methodology,42932,Sondage_(statistique),0
Edwin Klebs,20566,Edwin_Klebs,0
Food,115334,Nourriture,0
Dapoxetine,37656,Dapox%C3%A9tine,0
Season,64746,Saison,0
Kenai National Wildlife Refuge,24973,Refuge_faunique_national_de_Kenai,0
Russian cuisine,70318,Cuisine_russe,0
Thurii,37867,Thourioi,0
Bone marrow examination,23453,Ponction_de_moelle_osseuse,0
Do not resuscitate,58651,Ordre_de_ne_pas_r%C3%A9animer,0
Karolinska Institute,38564,Institut_Karolinska,0
Olive,70701,Olea_europaea,0
Electric potential,36750,Potentiel_%C3%A9lectrique,0
Light therapy,36465,Phototh%C3%A9rapie,0
Cardiothoracic surgery,44180,Chirurgie_thoracique,0
Diethyl ether,48191,%C3%89ther_di%C3%A9thylique,0
Fish anatomy,81990,Anatomie_des_poissons,0
German Confederation,82285,Conf%C3%A9d%C3%A9ration_germanique,0
Mohammed Arkoun,30341,Mohammed_Arkoun,0
Esbjörn Svensson,57603,Esbj%C3%B6rn_Svensson,0
U1 spliceosomal RNA,19564,ARNsn_U1,0
World Flora Online,15573,World_Flora_Online,0
Space Shuttle,114563,Navette_spatiale_am%C3%A9ricaine,0
Urban green space,53474,Espace_vert,0
Hypoxia (medical),75260,Hypoxie,0
FGF19,28203,FGF19,0
United States National Library of Medicine,30103,United_States_National_Library_of_Medicine,0
Tetraethyllead,62717,T%C3%A9tra%C3%A9thylplomb,0
Ajulemic acid,31687,Acide_ajul%C3%A9mique,0
Neuroblastoma,42391,Neuroblastome,0
Hydrobromic acid,18883,Acide_bromhydrique,0
Triatominae,24162,Triatominae,0
Dermatology,31335,Dermatologie,0
Neurotransmitter,74104,Neurotransmetteur,0
Central hypoventilation syndrome,25392,Syndrome_d%27Ondine,0
Leukotriene C4,18956,Leucotri%C3%A8ne_C4,0
Troponin,30348,Troponine,0
Etanercept,35599,%C3%89tanercept,0
Aspergilloma,16983,Aspergillome,0
Azide,20611,Azoture,0
Manhattan (cocktail),22627,Manhattan_(cocktail),0
Human digestive system,75416,Appareil_digestif_humain,0
Butadiene,33970,"Buta-1,3-di%C3%A8ne",0
ATC code R,23059,Classe_ATC_R,0
Immunoglobulin A,25177,Immunoglobuline_A,0
Sewage,64324,Eaux_us%C3%A9es,0
John Ioannidis,46098,John_Ioannidis,0
Data monitoring committee,22441,Comit%C3%A9_de_surveillance_et_de_suivi,0
Levo-Transposition of the great arteries,16144,Transposition_corrig%C3%A9e_des_gros_vaisseaux,0
Heart rate,76234,Fr%C3%A9quence_cardiaque,0
Vegetarianism,97238,V%C3%A9g%C3%A9tarisme,0
Warm-blooded,22203,Hom%C3%A9otherme,0
ATM serine/threonine kinase,42600,Prot%C3%A9ine_ATM,0
Municipal solid waste,36481,D%C3%A9chet_m%C3%A9nager,0
Hayy ibn Yaqdhan,23340,Hayy_ibn_Yaqdhan,0
San Diego,132599,San_Diego,0
Medical research,44430,Recherche_m%C3%A9dicale,0
ATC code L04,17445,Classe_ATC_L04,0
Heart murmur,37966,Souffle_cardiaque,0
Wilcoxon signed-rank test,64489,Test_des_rangs_sign%C3%A9s_de_Wilcoxon,0
Cobham (company),67334,Cobham_(entreprise),0
Hyphema,26896,Hyph%C3%A9ma,0
Folliculitis,30691,Folliculite,0
Cell-mediated immunity,26302,Immunit%C3%A9_cellulaire,0
Phospholamban,23016,Phospholambane,0
Chewing tobacco,30504,Tabac_%C3%A0_m%C3%A2cher,0
Triatoma infestans,19958,Vinchuca,0
Hindu deities,68635,Divinit%C3%A9s_du_Sanatana_Dharma,0
Motilin,22579,Motiline,0
Essential amino acid,27163,Acide_amin%C3%A9_essentiel,0
Barry Marshall,36232,Barry_J._Marshall,0
Behaviorism,74305,B%C3%A9haviorisme,0
Cocaine,140332,Coca%C3%AFne,0
Reuters,53328,Reuters,0
Aminoethylpiperazine,18087,1-(2-Amino%C3%A9thyl)pip%C3%A9razine,0
Danazol,71210,Danazol,0
Ductility,29825,Ductilit%C3%A9,0
Sonic hedgehog protein,52650,Sonic_hedgehog,0
Sanskrit,186528,Sanskrit,0
Geocentric model,82464,G%C3%A9ocentrisme,0
Small-cell carcinoma,39689,Cancer_bronchique_%C3%A0_petites_cellules,0
Indo-Fijians,50023,Indiens_des_Fidji,0
Fritz Lenz,20830,Fritz_Lenz,0
Alpine race,24973,Race_alpine,0
Bone fracture,45240,Fracture,0
Caipirinha,24955,Ca%C3%AFpirinha,0
Pulmonary edema,29789,%C5%92d%C3%A8me_aigu_du_poumon,0
Interleukin 12,25746,Interleukine_12,0
Polycystic ovary syndrome,61599,Syndrome_de_Stein-Leventhal,0
Franz Boas,132306,Franz_Boas,0
Electron density,24290,Densit%C3%A9_%C3%A9lectronique,0
Hospital museum,13260,Mus%C3%A9e_hospitalier,0
Irrigation,81963,Irrigation,0
Thyroidectomy,22117,Thyro%C3%AFdectomie,0
Postpartum period,33367,Post-partum,0
Alkali,20281,Alcali,0
Lung,78187,Poumon,0
Kidney disease,29492,N%C3%A9phropathie,0
Davenport diagram,25305,Diagramme_de_Davenport,0
Kilogram,55915,Kilogramme,0
Tulane University,73092,Universit%C3%A9_Tulane,0
Formoterol,28209,Formot%C3%A9rol,0
Infant,45898,Nourrisson,0
Connective tissue,25575,Tissu_conjonctif,0
Poodle,36529,Caniche,0
2-Oleoylglycerol,19483,2-Ol%C3%A9ylglyc%C3%A9rol,0
Denervation,17935,D%C3%A9nervation,0
Tetrapod,83033,Tetrapoda,0
Controlled Substances Act,66829,Controlled_Substances_Act,0
Agave,34536,Agave,0
Jafar Panahi,70493,Jafar_Panahi,0
Waldenström macroglobulinemia,34295,Maladie_de_Waldenstr%C3%B6m,0
Activated carbon,52796,Charbon_actif,0
Isoniazid,39888,Isoniazide,0
